IMPEDANCE MEASUREMENT 
3/21/2023-4:29 PM
Chamber temperature (K): 297.28
Chamber pressure (MPa): -0.68
Description: 	RcalChiller_100ohm
Driving voltage (V): 1.000E-2
Start freq (Hz): 1.000E+6
Stop freq (Hz): 1.000E+1
# freq steps: 60
Index #	Frequency (Hz)	Impedance (ohm)	Phase (degrees)
0	1000195.3125000000000	100.3378295898437	2.4692254066467
1	825585.9374999999990	102.3524322509766	3.8405435085297
2	681445.3124999999990	100.9672317504883	3.3031957149506
3	562382.8124999999990	100.2107315063477	2.7164835929871
4	464179.6874999999990	99.6292877197266	2.2824523448944
5	383320.3124999999990	99.2413177490234	1.9135336875916
6	316289.0624999999990	98.8884582519531	1.5927873849869
7	261210.9375000000000	98.6837615966797	1.3182218074799
8	215507.8125000000000	98.5603561401367	1.0801868438721
9	178007.8125000000000	98.5678863525391	0.8850477933884
10	146835.9375000000000	98.4446105957031	0.7367719411850
11	121289.0625000000000	98.3960494995117	0.6530795693398
12	100195.3125000000000	98.4450454711914	0.5523415803909
13	82617.1874999999999	98.4327926635742	0.4471737146378
14	68320.3124999999999	98.4161911010742	0.3654606342316
15	56367.1874999999999	98.4185714721680	0.2953113317490
16	46523.4374999999999	98.4109268188477	0.2357425391674
17	38320.3124999999999	98.4117050170898	0.1939866542816
18	31757.8125000000000	98.4223632812500	0.1614284962416
19	26132.8125000000000	98.4014968872070	0.1311816871166
20	21679.6875000000000	98.4173126220703	0.1017282605171
21	17929.6875000000000	98.4106597900391	0.0950565114617
22	14519.8173828125000	98.4328231811523	0.0654830336571
23	12004.5732421875000	98.4315185546875	0.0577443949878
24	9946.6464843750000	98.4290008544922	0.0510084852576
25	8320.3125000000000	98.4236221313477	0.0422505773604
26	6745.4267578125000	98.4407424926758	0.0311140567064
27	5602.1342773437500	98.4373931884766	0.0340101458132
28	4687.5000000000000	98.4232025146484	0.0218603275716
29	3867.1875000000000	98.4245910644531	0.0224815160036
30	3164.0625000000000	98.4263763427734	0.0155833354220
31	2629.5732421875000	98.4218597412109	0.0144994258881
32	2172.2561035156250	98.4238128662109	0.0125698596239
33	1770.8333740234375	98.4248199462891	0.0112259685993
34	1450.8928222656250	98.4200286865234	0.0133747356012
35	1199.1279296875000	98.4207916259766	0.0154640870169
36	1004.4642944335937	98.4190139770508	0.0117485085502
37	827.2058715820312	98.4256286621094	0.0122279105708
38	683.5937500000000	98.4173355102539	0.0103499665856
39	558.0357055664062	98.4097518920898	0.0084506431594
40	468.7500000000000	98.3294982910156	-0.0259605534375
41	384.2213134765625	98.3603744506836	-0.0220964457840
42	319.6022644042969	98.3692626953125	-0.0088268676773
43	260.4166564941406	98.3813934326172	-0.0092610195279
44	216.3461608886719	98.3970413208008	-0.0052838190459
45	178.0063323974609	98.4213562011719	0.0105802677572
46	146.4843750000000	98.4082260131836	-0.0036944777239
47	121.2284469604492	98.3956680297852	-0.0057891816832
48	99.7340393066406	98.4077301025391	-0.0005617585848
49	82.2368392944336	98.4073867797852	0.0072210608050
50	67.9347839355469	98.4106521606445	-0.0543582141399
51	55.8035697937012	98.4671020507812	-0.0289332568645
52	46.8750000000000	98.4165267944336	-0.0129503281787
53	38.1097564697266	98.4015960693359	0.0013367673382
54	31.8877544403076	98.4081878662109	-0.0098833199590
55	26.0416660308838	98.4150390625000	-0.0015676963376
56	21.3068180084229	98.4082031250000	0.0028364013415
57	17.7556819915771	98.4101791381836	-0.0025228764862
58	14.5574531555176	98.4124298095703	-0.0004074892204
59	12.1124029159546	98.4130783081055	-0.0015103965998
60	9.9101476669312	98.4162139892578	-0.0016627712175
